Time,Pressure
2023-08-15 17:51:38,7.992824240382945
2023-08-15 17:51:39,71.29432194777
2023-08-15 17:51:40,68.05960450509136
2023-08-15 17:51:41,67.6862718615779
2023-08-15 17:51:42,39.01685601117989
2023-08-15 17:51:43,33.287098486307144
2023-08-15 17:51:44,54.899859650659735
2023-08-15 17:51:45,4.38983739742379
2023-08-15 17:51:46,6.160903391907202
2023-08-15 17:51:47,89.79441872830706
2023-08-15 17:51:48,4.515185458256122
2023-08-15 17:51:49,25.365546355162493
2023-08-15 17:51:50,50.882842314537115
2023-08-15 17:51:51,57.320878710226964
2023-08-15 17:51:52,25.68260088531561
2023-08-15 17:51:53,79.79436792364253
2023-08-15 17:51:54,76.2759543220503
2023-08-15 17:51:55,91.71754568784674
2023-08-15 17:51:56,94.6096581918465
2023-08-15 17:51:57,73.58225015585288
2023-08-15 17:51:58,37.19746634694198
2023-08-15 17:51:59,95.11807206128445
2023-08-15 17:52:00,0.8263904845045911
2023-08-15 17:52:01,46.78088961436069
2023-08-15 17:52:02,27.10440544922258
2023-08-15 17:52:03,11.33825624731164
2023-08-15 17:52:04,18.958930717782398
2023-08-15 17:52:05,90.02457494554295
2023-08-15 17:52:06,77.28020358560072
2023-08-15 17:52:07,30.878977677431465
2023-08-15 17:52:08,19.076241275958182
2023-08-15 17:52:09,12.831067506103444
2023-08-15 17:52:10,26.236441040529623
2023-08-15 17:52:11,8.59122737111303
2023-08-15 17:52:12,8.72094193803228
2023-08-15 17:52:13,37.47387363734078
2023-08-15 17:52:14,72.73397315596235
2023-08-15 17:52:15,50.187385461881895
2023-08-15 17:52:16,44.797467062887144
2023-08-15 17:52:17,80.0601400762772
2023-08-15 17:52:18,74.92072493079606
2023-08-15 17:52:19,4.13613893798892
2023-08-15 17:52:20,22.12573220048073
2023-08-15 17:52:21,23.035569742722505
2023-08-15 17:52:22,33.193353136441836
2023-08-15 17:52:23,84.38057976833913
2023-08-15 17:52:24,77.57631010041369
2023-08-15 17:52:25,24.181280310031738
2023-08-15 17:52:26,9.184830285360091
2023-08-15 17:52:27,98.87939989636855
2023-08-15 17:52:28,23.108243308028907
2023-08-15 17:52:29,7.845850648394359
2023-08-15 17:52:30,92.23578676197221
2023-08-15 17:52:31,69.57336342007041
2023-08-15 17:52:32,85.1285683876709
2023-08-15 17:52:33,41.11784931590656
2023-08-15 17:52:34,99.98586512741613
2023-08-15 17:52:35,57.135942062577136
2023-08-15 17:52:36,71.67410561147774
2023-08-15 17:52:37,20.695522134678413
2023-08-15 17:52:38,74.20988847126712
2023-08-15 17:52:39,6.259196502887965
2023-08-15 17:52:40,65.04562010688225
2023-08-15 17:52:41,56.22336288022181
2023-08-15 17:52:42,30.301685278280242
2023-08-15 17:52:43,92.14816253512112
2023-08-15 17:52:44,10.27753723610122
2023-08-15 17:52:45,20.26160437158192
2023-08-15 17:52:46,28.037553525674554
2023-08-15 17:52:47,90.96174840192856
2023-08-15 17:52:48,70.3023242116472
2023-08-15 17:52:49,97.23575314265055
2023-08-15 17:52:50,13.173772237732173
2023-08-15 17:52:51,90.20325979497157
2023-08-15 17:52:52,35.12893296226874
2023-08-15 17:52:53,40.043058234151744
2023-08-15 17:52:54,8.487797892480508
2023-08-15 17:52:55,53.78593143029583
2023-08-15 17:52:56,47.09784098297889
2023-08-15 17:52:57,64.2405783038663
